MetaboliteName	INCHIKEY	blank_1	blank_2	blank_3	blank_4	A_1	A_2	A_3	A_4	A_5	A_6	B_1	B_2	B_3	B_4	B_5	B_6	C_1	C_2	C_3	C_4	C_5	C_6	CdR_1	CdR_2	CdR_3	CdR_4	CdR_5	CdR_6	CdR_CdR_1	CdR_CdR_2	CdR_CdR_3	CdR_CdR_4	CdR_CdR_5	CdR_CdR_6	D_1	D_2	D_3	D_4	D_5	D_6	E_1	E_2	E_3	E_4	E_5	E_6	F_1	F_2	F_3	F_4	F_5	F_6	Fresh_1	Fresh_2	Fresh_3	Fresh_4	Fresh_5	Fresh_6	G_1	G_2	G_3	G_4	G_5	G_6	H_1	H_2	H_3	H_4	H_5	H_6	I_1	I_2	I_3	I_4	I_5	I_6	J_1	J_2	J_3	J_4	J_5	J_6	K_1	K_2	K_3	K_4	K_5	K_6	L_1	L_2	L_3	L_4	L_5	L_6	M_1	M_2	M_3	M_4	M_5	M_6	QC0	QC1	QC2	QC3	QC4	QC5	QC6	QC7	QC8	QC9	A_CdR_1	A_CdR_2	A_CdR_3	A_CdR_4	A_CdR_5	A_CdR_6	B_CdR_1	B_CdR_2	B_CdR_3	B_CdR_4	B_CdR_5	B_CdR_6	C_CdR_1	C_CdR_2	C_CdR_3	C_CdR_4	C_CdR_5	C_CdR_6	D_CdR_1	D_CdR_2	D_CdR_3	D_CdR_4	D_CdR_5	D_CdR_6	E_CdR_1	E_CdR_2	E_CdR_3	E_CdR_4	E_CdR_5	E_CdR_6	F_CdR_1	F_CdR_2	F_CdR_3	F_CdR_4	F_CdR_5	F_CdR_6	G_CdR_1	G_CdR_2	G_CdR_3	G_CdR_4	G_CdR_5	G_CdR_6	H_CdR_1	H_CdR_2	H_CdR_3	H_CdR_4	H_CdR_5	H_CdR_6	I_CdR_1	I_CdR_2	I_CdR_3	I_CdR_4	I_CdR_5	I_CdR_6	J_CdR_1	J_CdR_2	J_CdR_3	J_CdR_4	J_CdR_5	J_CdR_6	K_CdR_1	K_CdR_2	K_CdR_3	K_CdR_4	K_CdR_5	K_CdR_6	L_CdR_1	L_CdR_2	L_CdR_3	L_CdR_4	L_CdR_5	L_CdR_6	M_CdR_1	M_CdR_2	M_CdR_3	M_CdR_4	M_CdR_5	M_CdR_6	QC10	QC11	QC12	QC13	QC14	QC15	QC16	QC17
4-Vinylphenol	FUGYGGDSWSUORM-UHFFFAOYSA-N	54185	41210	29964	38089	44585	724567	978930	849500	886065	783510	257598	333958	2540031	2023091	2632341	2633364	313727	176983	334137	268685	314283	507062	31466380	38250032	39925476	41730732	40028492	39778828	28178690	30504608	31079118	30153136	1783021	32920188	63802	1305562	1265376	1143160	843627	1406824	2001246	178984	2642476	2642189	1495550	1980741	2149912	2000045	1881424	1970585	1691536	1747308	56467	756370	1221387	928190	498359	904268	3393216	3697224	3415415	4022973	3341718	3515612	1697579	1443078	1433829	1688041	1651023	1618800	892200	873207	910139	1146630	1032913	1228827	33632508	33936264	37609152	36128736	37594568	37241728	2633286	2714579	3224947	3080454	168343	2942557	1113045	1174938	965777	1212259	919952	1341699	895522	1069244	842632	1010744	1143384	1044429	6702985	7599370	8615039	8573595	8931611	9036690	9016780	8701799	8986164	9100995	25188958	28340246	33187786	32754742	33676164	31703014	6979186	12718906	16973394	16830482	16284211	16118878	14289718	17218482	937181	479182	24215072	27126768	15301986	17569008	32243098	32622482	42008832	45293404	40307692	42882856	31031298	31650156	45464000	46333548	22044290	22262188	25371124	25852652	20590926	20898646	24092022	25324162	29685942	29643980	29058898	29951426	26309784	28333288	19002020	21554770	24259952	27164204	480510	614574	628231	417339	12420162	13699015	32644650	28218606	36695400	39916872	38122588	40077992	14442233	15983274	15455639	14097301	15695909	16068542	20796288	23326424	23056544	24207970	27754142	26216580	10415703	10412645	10787827	10751211	12453660	11382091	17678438	22589592	24558586	24316642	25669098	25601904	26357610	25457886
2-Hydroxyphenanzine-1-Carboxylic_acid	GVQIFYBFFGQRGS-UHFFFAOYSA-N	3276	1977	2869	1224	125299	1547200	1975202	1786130	2011591	1930953	150778	98037	1853527	1460547	1777005	1801136	1810942	1941654	1889438	2004341	1942126	1903569	1555712	1945222	1987374	1921805	1958360	1976691	1932967	2049513	2184620	2082554	49782	2092019	187178	2004070	2133844	2118147	1635175	2097256	1850287	122158	2002033	2023505	1820916	1836528	1578835	1674652	1852717	1921858	1640557	1756970	442003	1750434	1845291	1764704	1838458	1817167	1616890	1863132	1587629	1786336	1580319	1871645	2123988	2261518	2173381	2405998	2113933	2434840	1739906	2165639	2034029	2121736	2087762	2008124	1906105	1834632	2147326	1964812	2061984	2128950	1906720	1970739	1877070	1917634	1788	2158681	2060504	2283052	2147968	2257138	2129967	2344946	2113411	2200192	2296194	1978500	2490157	2150799	1569167	1797453	1949314	1898286	1945305	1978402	1990270	2052461	2034959	1998381	1295535	1416612	1717776	1679155	1786770	1648439	678799	1353106	1929240	1870960	1839203	1788160	1536499	1814667	1835196	1786008	1954858	2002170	1651432	1975191	2134732	1938923	2143001	2258116	1860325	2047589	1806252	1830880	2126708	2325957	2594104	1807254	2072504	2171970	2014782	2024526	2215004	2334747	2585822	2516104	2583111	2666578	2282955	2664060	2482092	2735838	2345892	2606430	13023	11681	44114	22645	2210746	2380951	2370550	2074446	2660830	2801820	2778662	2974055	2181077	2336878	2365082	2040587	2215657	2384651	2081815	2319090	2473051	2347564	2493195	2380605	2401718	2368594	2467596	2408478	2436192	2273214	1415344	1887488	2054556	2125818	2186067	2102799	2264923	2159383
UK-373911	HGBGXSPIBLZGHS-SJCJKPOMSA-N	0	0	0	0	305344	5962922	6944666	6369052	7152214	7069235	435147	309602	11122864	7085268	10976862	11105125	8394274	8589257	8128434	7733246	6953910	7102698	7280564	8194479	8467859	8888033	7527789	7977972	10371854	9517158	9669285	9031404	116453	9326961	570990	9280488	8685646	8977477	5993630	8478530	9135108	313663	8968182	9079746	7867922	8257050	7710266	6806836	8211350	8852869	6361683	6437031	1616743	8711162	8722926	7703467	7806705	7946284	7684750	8205436	7099504	8318468	6604870	7657883	915617	849734	885577	1030222	887771	975395	696214	814456	776979	969326	656851	666560	656484	722685	705950	680512	688627	687567	737473	715171	782741	723808	0	628738	1156017	1324317	1006824	1195234	918379	941512	932444	880754	949896	724646	995394	827700	4422303	4570674	4848343	4851003	5022490	4919000	4922158	4830633	4851474	4859642	4985718	4499563	5722788	5643664	5634796	5256118	3488458	7506981	10227957	10624579	10101358	10563031	6921962	7987854	7388572	6964863	7775057	8620760	8306352	9239438	9715271	8857842	9824970	10182076	9004586	8388154	8365364	8104587	9017000	9146731	8053218	9486240	10625110	10873907	9402778	9990306	12607409	11386366	11336527	11314534	11847044	12562636	1430888	1444616	1327643	1543046	1282967	1366477	0	0	6269	0	874553	942010	1046772	818524	997008	1263172	1195899	1248010	1091938	1271439	1227032	1003780	1116129	1131972	1196513	1418533	1266391	1357922	1316340	1260748	1270004	1341657	1253890	1116188	1208918	995803	4224435	4595623	4771960	4764248	4833236	4731160	4705340	4887845
Boscalid	WYEMLYFITZORAB-UHFFFAOYSA-N	0	0	0	935	1051328	12410236	11832657	12029384	12250360	12370155	5953	3941	192664	125456	188294	205659	13060435	13161035	12606953	11974191	12179830	12215507	7294494	8428162	7798275	8250334	8291466	7089177	6249498	6372513	4927557	4949300	115556	6630498	1815870	13716109	13114914	12467041	12590557	13521058	12879640	873379	12563486	11974462	12195345	12028346	12537777	12826401	12312934	11857875	11849166	12004013	5245028	12468782	11912804	11384637	11901439	11811548	8272582	8710135	8102544	7575929	9251520	9081200	11771059	12647681	11558585	11155119	11703019	11703852	12115790	12840373	12187638	11865096	11780666	12079164	12043696	11977682	11768861	11547581	12167263	12487400	12523878	12327038	11845872	11699131	228087	12032798	13646491	14100597	13004156	12767069	13266239	13350794	14998572	14252837	14644089	13913187	14671721	14279479	11340605	12344465	12492039	11662236	11542243	11696356	11653435	11217131	11663857	11507213	9348245	10027477	10385578	10148532	10233538	10294120	118687	182224	161348	188777	163995	1217712	10937377	11095808	11006687	10682704	10754767	11119777	11935506	11643308	11498869	11782413	11100364	11265076	9724524	9876503	9748574	9678890	9613683	10084287	9776378	9823159	10442681	10098306	7047133	7057170	1764027	1793785	3411310	3502568	1903627	1798810	9937971	10481354	10820696	10571173	10709163	10383596	286118	367988	392515	231254	9544236	9345212	10420764	10409411	10679845	10937320	10681384	10795271	10595052	10767323	10861025	10494504	11083137	10712615	12368722	13005188	12909629	12720649	12538528	12229302	10195498	11333401	10393115	11114524	11207043	11603692	6114186	9219132	9666878	9647557	9286610	9498166	9649659	9688822
Propachlor_ESA	BFSZJLBDHMMCAH-UHFFFAOYSA-N	11771	3916	4801	3054	448374	4560200	5035638	4941324	4968038	5052299	116812	109476	1289401	1031198	1206944	1268326	5655582	6672190	6298584	6550807	6337123	6021460	5253775	6407804	6716756	6418514	6438262	6275510	4221200	4500071	4131434	3817208	160734	4699004	711463	5197994	5168525	5002240	4124112	5484840	3250874	264521	3407690	3412553	3293528	3242846	5327458	5043441	5013663	5395586	4932786	4659716	1763087	5220886	5262986	5431917	5605441	5350200	4849704	5037080	4554214	4850685	4539920	4793368	4075660	4295274	4252330	4344232	4116969	4451118	4239380	4683424	4937617	5166624	4858826	4546347	4751926	4518322	5155287	4719650	5011291	5242224	4699618	4332302	4685838	4395836	132140	4585098	4227696	4856539	4294784	4777429	5090655	5293372	6377208	6653860	7159003	6271919	7074644	6458448	4129853	4789474	4689158	5098784	4826494	4998758	4576300	5011690	5039658	4693694	4090861	4469742	4739457	4753793	4724994	4485457	367936	602351	776187	782010	679223	865446	3407489	3846676	3903740	3796278	4206058	4295561	3158689	3471433	3832251	3832698	3971390	4202670	2289418	2166310	2264558	2344628	2302720	2397763	5288442	3959385	4140342	4262239	3824188	3863384	3017483	3060818	3645626	3574878	3093666	3279306	3960519	4299460	3694677	4686406	3804603	4019063	108970	119422	168066	105730	3541029	3806538	3708524	2901850	3821390	4023531	3767726	3952783	3589998	3666905	3815370	3083213	3354561	3572158	3825672	3907734	4396552	3917118	4025759	3931869	7688294	7146534	7654885	7138700	6809851	6370358	2974822	3722416	3621519	3761146	3690417	3732692	3684242	3449762
Deacetoxy(7)-7-Oxokhivorinic_Acid	WROKSYFOSDWFHL-UQVLWQGYSA-N	0	0	0	0	15054	809493	885392	840683	882481	362899	51368	16246	787471	580073	717815	680699	682647	764660	696324	822578	887912	881534	843764	942493	1022081	892535	589693	1005476	1416659	1484501	1648706	1575341	17718	1251316	51245	874238	802349	443414	727653	924159	364693	4397	447653	504719	879325	971169	794884	740680	399540	411729	358832	325507	322854	1106373	1176652	1226623	1139753	952337	478655	407361	488375	481040	767397	832617	201329	577769	557202	684049	599394	495719	875148	870284	893858	966386	912529	828615	1112537	1061553	1139914	1022747	1069908	1107762	992622	1111359	995186	955750	6243	1003148	701968	847945	787070	833594	732481	794217	71881	73187	45617	48268	46839	44853	701234	770888	831009	845500	799260	783868	933650	465045	916097	722740	238227	644799	624138	423596	680955	617671	242460	289840	369395	415322	340540	339145	191054	483462	399349	643876	538457	527385	742409	832836	367415	641230	639186	259320	134177	409320	742100	790490	477753	495581	567832	714722	371036	372822	113455	493128	381706	320457	365700	422182	323399	409985	533512	327378	597539	636529	477225	561632	0	4210	3703	0	826570	968985	872868	671788	961761	1059779	558332	1125629	860660	984593	888162	873864	890956	979569	366035	428966	446946	278235	460060	484288	45767	36396	81610	42037	45020	48962	528825	573812	535847	305916	572061	628946	369202	577815
N-Acetyl_Mesalazine	GEFDRROBUCULOD-UHFFFAOYSA-N	0	0	0	0	103337	1883841	1876726	1749046	1967217	2084044	175898	108448	1628402	1364602	1572347	1623051	2035289	2077250	2113629	1927228	1927222	1911820	1431200	1626604	1817546	1692168	1744890	1779753	1844906	1940695	1660638	1800578	46979	2060331	165295	1543887	1712415	1721922	987649	1210576	1589603	85107	1549037	1698081	1690287	1796759	1694312	1584750	1380414	1452489	1091890	1092360	491187	1598020	2018585	2016080	2055088	1697638	1231179	1417754	1396333	1558571	1493312	1608184	2691792	2618758	2590597	2808146	2575546	2828319	2135469	2708626	2688980	3280628	2841924	2910572	2051405	2661208	2977417	2867158	2902996	3058316	2791818	2878344	3084200	2904574	59849	2997504	3353889	3520825	3117065	3762791	3335518	3541758	2612491	2590020	3076483	2174629	2845374	2175714	1874092	2115785	2166696	2253069	2243624	2318790	2182475	2312088	2311610	2077559	1307224	1611878	1923540	1725067	1723809	1750208	981072	1383716	1888786	1846808	2006831	1947681	1557026	2133272	1952009	1947217	2055251	2161729	1082911	1441445	1654958	1565519	1826008	1769241	1817529	1954334	2059571	1873747	1849467	2007385	3600412	2093874	1831435	1903400	1375110	1654118	2097165	2255860	2748541	2497731	2326644	2241292	3306595	3838239	3555070	4031385	3288127	3675445	0	27715	64637	10007	3114734	3347548	3709323	2754209	3652690	4271558	4063574	4263488	3775791	4131282	4216788	3597590	3758270	3829577	3498735	3937854	3981306	3798273	4428022	4351070	3563052	2769024	3745536	3443830	3686720	3091236	1953616	2440868	2664316	2692801	2481392	2584978	2749146	2464788
3,15-dibenzyl-1,4,12-trimethyl-1,4,7,10,13-pentazacyclopentadecane-2,5,8,11,14-pentone	MSIMWLAIWYFFLY-UHFFFAOYSA-N	0	0	0	0	478049	5882692	6747291	6633559	7159612	7047764	628281	484125	6769178	5261770	7452659	7010384	3915426	4169976	4123917	4391686	4340102	4462317	5793127	6399951	7064548	7187126	6522970	6706239	4717976	5063479	4304636	4027456	180035	5059348	634267	5675642	5948531	5917130	4388216	5722870	6835104	397574	6739275	6714502	6559201	6456128	1032630	1031696	1159687	1328058	2563482	2535060	1634979	6022980	6308548	6132466	6324538	5923944	5456599	6336990	5680898	6252878	5689211	5984219	1595131	1656676	1659154	1826247	1631654	1926035	3841156	4392116	4469430	4309174	3806497	3665821	4873514	4674741	5148666	5002382	5199854	5397610	4815913	4809258	4951670	4894864	122485	5323312	1460148	1512845	2344226	2569896	2820097	2938894	1518107	1319038	1654039	1315483	1846704	1512185	3849279	4134452	4237358	4138631	4292026	4248069	4410446	4337809	4312078	4446500	5860486	5437807	6808154	6501990	6903036	6259402	2763566	4477772	6276053	6510250	6633534	7207702	4085949	4431749	4533824	4275019	4295218	4441318	3722595	4043613	5598560	5531053	5013431	5347041	7226058	7154541	6889992	6857387	7582554	7914224	3337944	1253252	1578531	1554590	3081644	3438945	6846253	6406349	6910838	7295197	6966321	6955962	1469384	1603420	1317150	1426326	1365351	1552749	156595	266336	223308	124432	4648294	4774792	4858426	4217504	5283420	5891142	5636156	5746294	5421278	5528019	5407350	5073195	5492242	5665666	1282818	1474703	1446376	1471013	1984925	1972193	0	4360	50412	53293	0	45572	3641326	3892092	4184603	4213194	4362892	4381804	4306900	4202497
Loganin	AMBQHHVBBHTQBF-UHFFFAOYNA-N	0	0	0	0	3595301	40687000	45639348	43149548	46462116	45675804	7037992	4890811	64124416	49648100	65731532	64553348	21301664	23040100	22305900	22052570	21522404	20901262	74408408	85992880	84948224	84926984	85183296	84083104	38393752	38888376	31828398	29683790	1263358	42427604	3842708	32001260	32140214	29970286	24673782	30408462	35844444	2599310	36634704	36849168	35654644	35678400	22401402	20644028	34789264	36510988	27646668	27788026	9406047	29794302	32739370	32863778	33633620	28833492	29678564	32069816	29237282	32148136	28257994	30144516	2602174	2708656	2389379	2575873	2617080	2859892	17813590	20156466	19833252	21205784	18970354	17870140	24736606	23967936	26037418	25585358	26040806	26353142	26003178	25274978	25404244	25150034	702840	26396196	24831174	27117448	32777936	36478964	35683588	36836364	83345	61213	63355	86782	90209	76979	25852374	28550010	29782314	29045176	28904384	28341630	27707556	29372914	28794780	29263220	58929712	59515940	64315304	64738480	63954996	61749044	32834650	52932120	64099308	64478516	61841324	63371612	31582306	34167236	22756186	21502826	37169652	39593496	37489748	40437012	50255160	49802524	53726852	55772892	92851304	90297336	62438724	59275916	89014480	93027912	30683608	32375850	67739608	69427600	56058688	55549452	39271500	39541644	40391660	39626004	40549108	40473176	3926086	4077946	4363602	4524088	3806296	4089252	557608	611690	800628	388803	20723394	22707356	24957546	21156362	26111770	27002802	26479002	27458208	27181450	28018668	27965468	25630178	26381644	27369516	54773000	58078624	58967860	56028976	61392632	58051136	286140	201790	244619	180522	161612	126740	31584194	36869004	38584200	38840480	39017732	38042532	38780412	38401680
4-tert-Butylbenzoic_acid	KDVYCTOWXSLNNI-UHFFFAOYSA-N	778806	810589	674808	703622	867144	814996	921549	761690	772008	692952	924222	950604	766257	811755	628049	751090	729543	802235	704568	828115	597329	661321	678891	718702	651945	689947	756870	610357	667246	656105	569766	755434	821596	640643	841105	785470	844605	695959	619292	735025	740839	925256	695931	729244	644869	653151	757237	729652	909875	822199	674574	690814	754883	831949	740913	711544	767212	631148	806322	719057	752689	825311	687853	754480	781443	795119	877177	870036	640253	680290	633270	903662	825273	823892	752714	777916	795601	870624	872691	849240	699904	726004	721831	779487	801219	688409	975708	664027	741460	837406	905688	874254	705172	671040	814673	841219	870336	896250	643816	749133	682446	828206	802647	751313	816192	900063	869270	740313	747558	761646	466431	605564	568493	530540	708294	544455	520341	518224	559474	571652	529272	484575	481960	573176	601614	607500	608330	646100	576314	553927	580656	548524	643571	521550	517455	546976	487735	469995	562717	595758	410178	540097	494340	619035	572746	567449	512682	406686	556474	589134	510436	411126	488714	439652	552258	569897	515548	700491	586517	629418	611667	669903	622385	633614	360022	618773	503327	500587	515009	577018	557298	589000	631512	557802	597715	450737	506045	541486	633348	561964	586353	590534	497698	525860	507944	559755	578126	684323	376463	528576	557564	602539	630773	541047	531372	542025
2,3,4'-Trihydroxy-4-Methoxybenzophenone	YYQLEVUVEAKBKB-UHFFFAOYSA-N	0	0	0	0	4109423	41675640	47603956	47393724	51248504	49789860	5724098	4175378	49996484	39605508	52212172	52277672	44526860	49582552	48684592	50476436	48897084	48371140	42340056	50956436	49886200	50095508	49043464	51106836	50155684	52620712	49505396	48469900	1862206	53378764	6418280	48977780	51438312	52368708	39621572	50241356	33325380	2559438	35849972	36410416	34751840	37447548	43360740	42071684	47238996	49985220	39254948	39045696	13018391	45479504	46367804	45642928	47565388	45743316	41722872	46940404	43177160	47691748	42336372	45445400	30632346	33723480	32059182	34533872	34120124	35115892	25003594	28569866	29992092	30667120	29566678	28472176	26881216	26417816	29041734	28378662	29624006	29856860	26917046	27505918	29279640	28368992	885992	30705694	30585030	32609214	31379356	34072592	32599754	34828260	33022912	31249074	34207092	30552212	36712748	32678104	32470316	35988480	38552688	39551652	38973036	40082132	39673932	40414708	40507884	41263840	37307852	40997608	45950104	45679540	45344776	43915360	21580222	36338044	51609356	49753640	48117412	48744076	41133044	47242712	47987548	45839084	46975672	49158784	44310996	49697632	54151292	53697884	52906848	55381004	32936598	34198564	36417240	33152846	36380832	37593492	46563360	49628368	53634792	53768396	47806592	49889560	53083080	51393852	56275296	55146788	55744352	56223004	36260064	38107300	39398636	41142308	35765908	38439084	865968	1074860	1372875	784998	31044500	32613124	29808380	26690724	32936950	33440262	33206658	35554884	32342610	33090022	33207736	30976006	32714088	32683964	32185588	37033856	36381696	31775694	35891848	36286076	38109008	34730140	39698968	37564996	39186968	36639436	30740012	37282840	39617080	40265100	41396680	40059388	41476016	39788120
SSR161421	FFHQNQNMELQOEF-UHFFFAOYSA-N	0	0	0	0	35934	1318921	1465591	1044692	1321117	807820	58472	39010	1152805	1093808	1339610	1419661	1520365	2356646	1619406	2102358	1743253	1688991	806409	1337928	1278107	1365289	1094798	1389780	1247642	1286020	1216171	1047177	11811	1367470	77944	1733507	1509081	1406069	982632	1149136	1667412	22519	1058055	1020143	1220825	1321953	1002337	1382214	1537778	1381224	2645791	2487254	1563900	5868442	2138180	2219623	1716298	5458872	1156677	1501679	1120294	1185963	1304576	1422784	1862906	1004960	934329	833099	879736	1935055	5466318	6509104	6271230	5763990	4636854	5458622	1175136	1243916	1164065	1363073	1210292	1162479	1306082	1200531	1237146	1133539	10442	1428613	2070133	2232235	2124260	2314605	1259527	1516363	10593918	10321764	11592166	11537977	11149364	9255881	2250268	2052772	2198496	2320333	2655571	2689767	2578205	2580702	2921195	2450074	962606	858083	1168362	1068139	1280949	916880	511740	899111	1257232	1066604	1279943	1414178	1336906	1469186	1788586	1639905	1664017	1836423	1303882	1012029	1196118	1209840	1471950	1479096	697161	1038886	959094	842196	1294847	978396	2181654	1103391	1252875	1148948	1370166	1457728	1112833	1197806	1485574	1264535	1265877	1517958	1568804	1672550	1797514	1564054	1313960	1579479	3428	4022	4486	0	1265871	1342215	1247457	911971	1160847	1515189	1337314	1544455	1350436	1243962	1221739	1047462	1330302	1245848	1476838	1969266	1397066	1668792	1449055	1750117	1666077	1328714	1572040	1342227	1258210	1296959	1157210	1103132	1094775	1075589	1333850	1289913	1291102	1338206
